img.tag,proportion
image_1_damage_1.png,0.07329056912788318
image_1_damage_2.png,0.010236113006687593
image_1_damage_3.png,0.049065101678722536
image_1_damage_4.png,0.06544288248942268
image_1_damage_5.png,0.06380510440835267
image_1_damage_6.png,0.08223010782039034
image_1_damage_7.png,0.09246622082707794
image_1_damage_8.png,0.05950593694554388
image_1_damage_9.png,0.015217688003275557
image_1_damage_10.png,0.06284973386106182
image_2_damage_1.png,0.025486161810579413
image_2_damage_2.png,0.017455366031724963
image_2_damage_3.png,0.04552996615119134
image_2_damage_4.png,0.04393708103803013
image_2_damage_5.png,0.010287383022499503
image_2_damage_6.png,0.007566204287515763
image_2_damage_7.png,0.05588371938673923
image_2_damage_8.png,0.034047919293820936
image_2_damage_9.png,0.0444680427424172
image_2_damage_10.png,0.03072940864140174
image_3_damage_1.png,0.11802011955095495
image_3_damage_2.png,0.10613792097973465
image_3_damage_3.png,0.11299023181221753
image_3_damage_4.png,0.11831170724595422
image_3_damage_5.png,0.03353258492491617
image_3_damage_6.png,0.06706516984983234
image_3_damage_7.png,0.07953054381105118
image_3_damage_8.png,0.036302668027409245
image_3_damage_9.png,0.08966321621227584
image_3_damage_10.png,0.027409243329931478
image_4_damage_1.png,0.018763646288209607
image_4_damage_2.png,0.09286299126637555
image_4_damage_3.png,0.04305403930131004
image_4_damage_4.png,0.040597707423580785
image_4_damage_5.png,0.02408569868995633
image_4_damage_6.png,0.017467248908296942
image_4_damage_7.png,0.03356986899563319
image_4_damage_8.png,0.038004912663755455
image_4_damage_9.png,0.050559497816593885
image_4_damage_10.png,0.0412117903930131
image_5_damage_1.png,0.05946287076642592
image_5_damage_2.png,0.0659140312741042
image_5_damage_3.png,0.29471986536708505
image_5_damage_4.png,0.08842297174111212
image_5_damage_5.png,0.21905897202159735
image_5_damage_6.png,0.20208961503400882
image_5_damage_7.png,0.12909333146343174
image_5_damage_8.png,0.09985274524928126
image_5_damage_9.png,0.06927985414767548
image_5_damage_10.png,0.1924128742724914
image_6_damage_1.png,0.06417040659119834
image_6_damage_2.png,0.013530712036975015
image_6_damage_3.png,0.05673521334315761
image_6_damage_4.png,0.028401098533056467
image_6_damage_5.png,0.0036171210395873803
image_6_damage_6.png,0.07180655100810503
image_6_damage_7.png,0.04943398754102753
image_6_damage_8.png,0.006899323464398152
image_6_damage_9.png,0.005693616451202358
image_6_damage_10.png,0.01192310268604729
image_7_damage_1.png,0.0385445575084798
image_7_damage_2.png,0.06290471785383904
image_7_damage_3.png,0.08410422448350292
image_7_damage_4.png,0.062981806968856
image_7_damage_5.png,0.04024051803885292
image_7_damage_6.png,0.04594511255010793
image_7_damage_7.png,0.02320382362010484
image_7_damage_8.png,0.02143077397471477
image_7_damage_9.png,0.06429232192414432
image_7_damage_10.png,0.030527289546716005
image_8_damage_1.png,0.027558553971486762
image_8_damage_2.png,0.07529276985743381
image_8_damage_3.png,0.02730397148676171
image_8_damage_4.png,0.0747836048879837
image_8_damage_5.png,0.040987780040733196
image_8_damage_6.png,0.08942209775967414
image_8_damage_7.png,0.09266802443991853
image_8_damage_8.png,0.05098014256619145
image_8_damage_9.png,0.11405295315682282
image_8_damage_10.png,0.10316955193482688
image_9_damage_1.png,0.039464260134651194
image_9_damage_2.png,0.023850451224752902
image_9_damage_3.png,0.05450508523134222
image_9_damage_4.png,0.01310700472711646
image_9_damage_5.png,0.03924939120469847
image_9_damage_6.png,0.0148975791433892
image_9_damage_7.png,0.015828677839851025
image_9_damage_8.png,0.06123764503652772
image_9_damage_9.png,0.024208566108007448
image_9_damage_10.png,0.050350952585589456
image_10_damage_1.png,0.06044222638109101
image_10_damage_2.png,0.08712830110210022
image_10_damage_3.png,0.09184168572814862
image_10_damage_4.png,0.049629167533097665
image_10_damage_5.png,0.11922090524710612
image_10_damage_6.png,0.029320024953212728
image_10_damage_7.png,0.057877590628682335
image_10_damage_8.png,0.0984958757884522
image_10_damage_9.png,0.10411034865183337
image_10_damage_10.png,0.08636584182435711
image_11_damage_1.png,0.01298883662149828
image_11_damage_2.png,0.027522291652039597
image_11_damage_3.png,0.00891666081583936
image_11_damage_4.png,0.014533455030541318
image_11_damage_5.png,0.014744084813592642
image_11_damage_6.png,0.01923752018535421
image_11_damage_7.png,0.00968897002036088
image_11_damage_8.png,0.00484448501018044
